"Story","Title","Result","Date","Stability","Duration (s)"
"the user open the app and try pay a credit but the user not have a credit","the user wants to pay a credit but cannot because he does not have one","SUCCESS","2022-02-02T21:30:06.425-05:00[America/Bogota]","0.0","0.25"
