"Story","Title","Result","Date","Stability","Duration (s)"
"the user open the app and try pay a credit but the user not have a credit","the user wants to pay a credit but cannot because he does not have one","FAILURE","2022-02-03T18:31:40.981-05:00[America/Bogota]","0.0","37.02"
